DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
190208012,3/14/2019,1/1/2016,900,2,Rampart,233,354,THEFT OF IDENTITY,0100 1822,51,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,100 N  RAMPART                      BL,,"(34.0695, -118.2768)"
190208023,3/14/2019,12/25/2016,900,2,Rampart,251,354,THEFT OF IDENTITY,0100 1822,40,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,500 S  CORONADO                     ST,,"(34.0628, -118.2811)"
190707596,3/14/2019,3/14/2016,1200,7,Wilshire,765,354,THEFT OF IDENTITY,0928 1822,64,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4900    DOCKWEILER                   ST,,"(34.0516, -118.3421)"
191107426,3/14/2019,3/14/2016,1130,11,Northeast,1132,330,BURGLARY FROM VEHICLE,1609 0344,23,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,3400    RIVERSIDE                    DR,,"(34.117, -118.2717)"
190507307,3/15/2019,11/1/2010,1200,5,Harbor,524,354,THEFT OF IDENTITY,1822,34,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1100 W  D                            ST,,"(33.7734, -118.2763)"
190707678,3/15/2019,3/13/2014,1200,7,Wilshire,745,354,THEFT OF IDENTITY,929,39,F,A,750,CYBERSPACE,,,IC,Invest Cont,354,,,,5500    WILSHIRE                     BL,,"(34.0623, -118.3483)"
191907411,3/15/2019,10/1/2014,1,19,Mission,1943,354,THEFT OF IDENTITY,1822 0929,41,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10900    MEMORY PARK                  AV,,"(34.2674, -118.4629)"
191209178,3/15/2019,6/1/2015,1000,12,77th Street,1266,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1257 0913 0522 0503 0361,5,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,762,812,,,500 W  81ST                         ST,,"(33.9656, -118.2827)"
191707473,3/15/2019,3/3/2015,300,17,Devonshire,1762,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,60,M,B,108,PARKING LOT,,,IC,Invest Cont,740,,,,9700    DE SOTO                      AV,,"(34.2464, -118.5886)"
190308751,3/15/2019,1/1/2017,1200,3,Southwest,335,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,420,,,,3000    5TH                          AV,,"(34.0276, -118.3224)"
191808476,3/15/2019,2/26/2017,1,18,Southeast,1832,649,DOCUMENT FORGERY / STOLEN FELONY,1814 0923,48,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,10600 S  SPRING                       ST,,"(33.9401, -118.2762)"
190308801,3/16/2019,10/16/2016,1740,3,Southwest,357,354,THEFT OF IDENTITY,1251 0100 1822 0930,29,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1200 W  36TH                         ST,,"(34.023, -118.2944)"
191007296,3/17/2019,5/1/2017,1,10,West Valley,1041,624,BATTERY - SIMPLE ASSAULT,0400 0416,67,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,5900    JULIAN                       LN,,"(34.1776, -118.5541)"
191107577,3/17/2019,7/1/2017,1,11,Northeast,1172,354,THEFT OF IDENTITY,0100 0929,35,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1700    FANNING                      ST,,"(34.0899, -118.2662)"
191507965,3/17/2019,12/15/2017,1200,15,N Hollywood,1555,354,THEFT OF IDENTITY,1822,42,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,11000    KLING                        ST,,"(34.1556, -118.3706)"
190309127,3/18/2019,10/25/2010,1200,3,Southwest,317,946,OTHER MISCELLANEOUS CRIME,1501,46,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,946,,,,1400 W  24TH                         ST,,"(34.0346, -118.2915)"
190308971,3/18/2019,6/1/2014,1,3,Southwest,376,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0558 0522 0532 1251 1258,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,3700 S  HOBART                       BL,,"(34.0182, -118.3078)"
191907545,3/18/2019,11/3/2014,5,19,Mission,1991,354,THEFT OF IDENTITY,1822,58,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8100    ORION                        AV,,"(34.2172, -118.472)"
191007353,3/18/2019,9/1/2015,1,10,West Valley,1023,820,ORAL COPULATION,1258 0512 0546 0537,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,820,,,7000    CLAIRE                       AV,,"(34.1975, -118.5502)"
190208411,3/18/2019,2/16/2016,2300,2,Rampart,215,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 1258 0913,15,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,400 N  CORONADO                     ST,,"(34.0757, -118.2777)"
190208645,3/18/2019,2/1/2017,1200,2,Rampart,202,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,0416 0552,10,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",308,STICK,IC,Invest Cont,235,,,,1000 N  MADISON                      AV,,"(34.0897, -118.2893)"
190807331,3/18/2019,12/1/2017,1,8,West LA,849,354,THEFT OF IDENTITY,0100 0928 1822,38,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1100 S  SHENANDOAH                   ST,,"(34.0571, -118.3815)"
190907855,3/18/2019,4/1/2017,100,9,Van Nuys,906,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,-1,X,X,120,STORAGE SHED,,,IC,Invest Cont,341,,,,14400    SATICOY                      ST,,"(34.2085, -118.448)"
191707564,3/18/2019,1/1/2017,800,17,Devonshire,1793,354,THEFT OF IDENTITY,1822 0917,59,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,19000    PARTHENIA                    ST,,"(34.2283, -118.547)"
190807401,3/19/2019,6/27/2014,5,8,West LA,853,354,THEFT OF IDENTITY,100,45,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1500    FEDERAL                      AV,,"(34.0456, -118.4547)"
192107468,3/19/2019,12/1/2014,1,21,Topanga,2148,354,THEFT OF IDENTITY,0930 1822,39,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,20400    ENADIA                       WY,,"(34.2001, -118.5775)"
190309065,3/19/2019,3/20/2015,1300,3,Southwest,358,815,SEXUAL PENETRATION W/FOREIGN OBJECT,,-3,M,W,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,1000 W  34TH                         ST,,"(34.0243, -118.2876)"
190608347,3/19/2019,1/10/2016,1200,6,Hollywood,659,354,THEFT OF IDENTITY,0100 0922 0930 1822,30,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5100    DE LONGPRE                   AV,,"(34.0967, -118.3005)"
191508075,3/19/2019,4/1/2016,1000,15,N Hollywood,1545,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0500 0512 0522 1258 0550 0913 1820 0400 0537,12,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,,,,11900    ALBERS                       ST,,"(34.1704, -118.3921)"
190308988,3/19/2019,5/17/2017,1500,3,Southwest,394,510,VEHICLE - STOLEN,,0,,,151,TOW YARD*,,,IC,Invest Cont,510,,,,2700    VERNON                       AV,,"(34.0072, -118.3201)"
190507433,3/19/2019,3/27/2017,1200,5,Harbor,532,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1100    WILMINGTON                   BL,,"(33.7844, -118.2746)"
190807386,3/19/2019,4/17/2017,5,8,West LA,889,649,DOCUMENT FORGERY / STOLEN FELONY,0100 1821,47,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,649,,,,1900 S  CORNING                      ST,,"(34.0432, -118.3796)"
191007382,3/19/2019,6/1/2017,1500,10,West Valley,1004,860,BATTERY WITH SEXUAL CONTACT,,59,X,X,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,18300    ROSCOE                       BL,,"(34.2208, -118.5317)"
191107639,3/19/2019,9/14/2017,1300,11,Northeast,1135,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",701,59,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,3800    CAZADOR                      ST,,"(34.1112, -118.225)"
191209531,3/19/2019,3/19/2017,1400,12,77th Street,1232,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 0552 0416 0444,9,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,,,,3100 W  59TH                         ST,,"(33.9872, -118.3264)"
191707601,3/19/2019,10/1/2017,1200,17,Devonshire,1753,354,THEFT OF IDENTITY,0120 0928,19,F,W,101,STREET,,,IC,Invest Cont,354,,,,10000    FULLBRIGHT                   AV,,"(34.2523, -118.5779)"
192007861,3/19/2019,6/1/2017,1600,20,Olympic,2001,354,THEFT OF IDENTITY,0100 0928,41,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5100    CLINTON                      ST,,"(34.0817, -118.3135)"
191808833,3/20/2019,1/1/2014,1200,18,Southeast,1841,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0500 0519,3,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,821,,,800 W  108TH                        ST,,"(33.9382, -118.2894)"
190407351,3/20/2019,1/1/2015,1200,4,Hollenbeck,402,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0522,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,813,,,900    MONTECITO                    DR,,"(34.089, -118.2009)"
190309052,3/20/2019,3/20/2016,330,3,Southwest,375,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0450,0,M,B,102,SIDEWALK,106,UNKNOWN FIREARM,IC,Invest Cont,230,,,,3900 S  WESTERN                      AV,,"(34.0146, -118.313)"
190707873,3/20/2019,3/19/2016,1605,7,Wilshire,789,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,43,F,H,101,STREET,,,IC,Invest Cont,740,,,,1900    6TH                          AV,,"(34.0399, -118.3236)"
191107728,3/20/2019,3/20/2016,1200,11,Northeast,1129,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0400,21,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,300    CHESTNUT                     AV,,"(34.1143, -118.1758)"
190208359,3/20/2019,1/1/2017,1,2,Rampart,289,354,THEFT OF IDENTITY,100,26,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1500 W  PICO                         BL,,"(34.0453, -118.2738)"
191107727,3/20/2019,8/1/2017,1200,11,Northeast,1116,121,"RAPE, FORCIBLE",0527 1814,19,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,5300    RAPHAEL                      ST,,"(34.1143, -118.2021)"
191310715,3/20/2019,3/1/2017,1200,13,Newton,1395,354,THEFT OF IDENTITY,1202 0602 0360 0344 0100 0930,76,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,400 E  69TH                         ST,,"(33.977, -118.2681)"
190608489,3/21/2019,1/1/2010,800,6,Hollywood,677,662,"BUNCO, GRAND THEFT",0701 1803,-9,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,662,,,,5500    MELROSE                      AV,,"(34.0865, -118.3169)"
190707918,3/21/2019,6/6/2014,1200,7,Wilshire,774,354,THEFT OF IDENTITY,1822,18,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,4900    PICKFORD                     ST,,"(34.0421, -118.3456)"
191210108,3/21/2019,3/21/2014,1200,12,77th Street,1243,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0500 0444 0522 0510 1251 1258 1815,12,F,W,720,JUNIOR HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,7000 S  SAINT ANDREWS                PL,,"(33.9762, -118.3112)"
191811374,3/21/2019,1/1/2016,1200,18,Southeast,1824,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 0558 0551,9,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,800 E  98TH                         ST,,"(33.9475, -118.2608)"
190908096,3/21/2019,8/23/2017,5,9,Van Nuys,933,354,THEFT OF IDENTITY,0100 1822,23,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,14800    DELANO                       ST,,"(34.1827, -118.4553)"
191107792,3/21/2019,12/30/2017,1200,11,Northeast,1184,354,THEFT OF IDENTITY,1822 0929 0930,29,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1400    SCOTT                        AV,,"(34.0787, -118.2512)"
191408949,3/22/2019,3/1/2013,1100,14,Pacific,1403,860,BATTERY WITH SEXUAL CONTACT,0913 0500,46,F,W,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,10800    NATIONAL                     BL,,"(34.0301, -118.4272)"
191808765,3/22/2019,1/1/2013,1000,18,Southeast,1839,354,THEFT OF IDENTITY,0100 0917 1822,23,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10400    WEIGAND                      AV,,"(33.9418, -118.2296)"
191607088,3/22/2019,9/1/2014,1900,16,Foothill,1684,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0551 1258 0558,9,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,,,,7600    LAUREL CANYON                BL,,"(34.2085, -118.3965)"
191607080,3/22/2019,10/1/2015,800,16,Foothill,1675,354,THEFT OF IDENTITY,1822 0928,23,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8700    LEHIGH                       AV,,"(34.2269, -118.3709)"
190309907,3/22/2019,8/15/2016,1100,3,Southwest,358,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0311 2036,0,X,X,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,745,,,,600    CHILDS                       WY,,"(34.0189, -118.2819)"
191007557,3/22/2019,3/1/2016,1200,10,West Valley,1033,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,59,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,6500    BAIRD                        AV,,"(34.1885, -118.5376)"
190508673,3/22/2019,1/1/2017,1,5,Harbor,528,860,BATTERY WITH SEXUAL CONTACT,1259,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,1300 E  OPP                          ST,,"(33.7875, -118.2479)"
191107854,3/22/2019,3/22/2017,1312,11,Northeast,1157,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,28,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,2700 E  CHAUCER                      ST,,"(34.0974, -118.2367)"
191508223,3/22/2019,10/1/2017,1300,15,N Hollywood,1512,354,THEFT OF IDENTITY,0100 0377 0928 1822,34,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7000    ALCOVE                       AV,,"(34.1981, -118.4126)"
191800587,3/22/2019,9/1/2017,800,18,Southeast,1829,860,BATTERY WITH SEXUAL CONTACT,522,14,F,H,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,2200 E  103RD                        ST,,"(33.9456, -118.2323)"
191800588,3/22/2019,10/30/2017,800,18,Southeast,1829,813,CHILD ANNOYING (17YRS & UNDER),0522 1251,16,F,B,721,HIGH SCHOOL,,,IC,Invest Cont,813,,,,2200 E  103RD                        ST,,"(33.9456, -118.2323)"
191508293,3/23/2019,12/26/2017,800,15,N Hollywood,1545,354,THEFT OF IDENTITY,0930 1822,23,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11800    MAGNOLIA                     BL,,"(34.1649, -118.3899)"
192107619,3/23/2019,1/1/2017,1200,21,Topanga,2125,354,THEFT OF IDENTITY,1822 0928 0930,21,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,7700    TOPANGA CANYON               BL,,"(34.2103, -118.606)"
192107666,3/24/2019,9/30/2015,600,21,Topanga,2158,354,THEFT OF IDENTITY,1822,32,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,21300    ERWIN                        ST,,"(34.1829, -118.5959)"
190310063,3/25/2019,1/1/2015,2300,3,Southwest,395,860,BATTERY WITH SEXUAL CONTACT,1822 1251 1259 1206 0545 0522 2034,13,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,MARTIN LUTHER KING           BL,DENKER,"(34.0109, -118.3045)"
190807652,3/25/2019,12/29/2017,1440,8,West LA,807,649,DOCUMENT FORGERY / STOLEN FELONY,0100 1817 1309,69,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,1800    BENEDICT CANYON              DR,,"(34.1126, -118.4441)"
191007666,3/25/2019,3/20/2017,1,10,West Valley,1041,354,THEFT OF IDENTITY,377,56,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6000    TOPEKA                       DR,,"(34.1793, -118.5462)"
191209919,3/25/2019,8/11/2017,1,12,77th Street,1211,354,THEFT OF IDENTITY,0100 1822,23,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5300    5TH                          AV,,"(33.9941, -118.3225)"
191907855,3/25/2019,1/1/2017,900,19,Mission,1906,354,THEFT OF IDENTITY,1822,28,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,13300    RAVEN                        ST,,"(34.3214, -118.4227)"
191907923,3/26/2019,7/15/2010,900,19,Mission,1907,649,DOCUMENT FORGERY / STOLEN FELONY,0931 1822,42,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,13000    MONTERO                      AV,,"(34.3063, -118.4213)"
190908352,3/26/2019,3/18/2014,1400,9,Van Nuys,966,354,THEFT OF IDENTITY,0100 1822,54,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5300    ALLOTT                       AV,,"(34.1667, -118.4281)"
191210046,3/26/2019,11/17/2014,1,12,77th Street,1215,354,THEFT OF IDENTITY,0100 1822,17,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1000 W  57TH                         ST,,"(33.9905, -118.2915)"
192108058,3/26/2019,10/8/2014,1930,21,Topanga,2126,354,THEFT OF IDENTITY,1820 0930 0928,27,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,20800    LULL                         ST,,"(34.2096, -118.5863)"
190309595,3/26/2019,3/27/2015,1130,3,Southwest,336,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202,66,F,B,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440,,,,2000 W  31ST                         ST,,"(34.0265, -118.3089)"
190310989,3/26/2019,4/1/2015,1200,3,Southwest,358,815,SEXUAL PENETRATION W/FOREIGN OBJECT,,-3,M,H,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,1000 W  34TH                         ST,,"(34.0243, -118.2876)"
190807654,3/26/2019,3/26/2015,1100,8,West LA,809,330,BURGLARY FROM VEHICLE,1302 1307 0358 1609 0344,25,F,W,109,PARK/PLAYGROUND,,,IC,Invest Cont,330,,,,2600    FRANKLIN CANYON              DR,,"(34.1259, -118.4087)"
191007706,3/26/2019,3/1/2015,1200,10,West Valley,1078,649,DOCUMENT FORGERY / STOLEN FELONY,0935 1822,31,M,X,203,OTHER BUSINESS,,,IC,Invest Cont,649,,,,16100    VENTURA                      BL,,"(34.1613, -118.4917)"
190908336,3/26/2019,9/1/2016,1200,9,Van Nuys,933,354,THEFT OF IDENTITY,0377 1822,62,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,14600    ERWIN                        ST,,"(34.1836, -118.4509)"
191907897,3/26/2019,12/19/2016,1200,19,Mission,1999,354,THEFT OF IDENTITY,0100 1822,61,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7800    RANCHITO                     AV,,"(34.2122, -118.4311)"
192008263,3/26/2019,10/16/2016,800,20,Olympic,2022,354,THEFT OF IDENTITY,0100 0928,68,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,600 S  MANHATTAN                    PL,,"(34.0635, -118.3103)"
190407630,3/26/2019,1/1/2017,1200,4,Hollenbeck,415,813,CHILD ANNOYING (17YRS & UNDER),1259 0361 0522 0448,13,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,813,,,,2500    EASTLAKE                     AV,,"(34.0762, -118.2119)"
191209911,3/26/2019,4/6/2017,1700,12,77th Street,1208,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,500 W  VERNON                       AV,,"(34.0038, -118.2827)"
191607187,3/26/2019,3/1/2017,1000,16,Foothill,1602,946,OTHER MISCELLANEOUS CRIME,1501,-1,M,X,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,946,,,,12900    MONTFORD                     ST,,"(34.2808, -118.4134)"
192008296,3/26/2019,12/29/2017,900,20,Olympic,2034,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1501,54,M,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,668,,,,2200 W  15TH                         ST,,"(34.0596, -118.3022)"
192107755,3/26/2019,10/15/2017,1200,21,Topanga,2155,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2000,40,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,956,,,,22200    VICTORY                      BL,,"(34.1865, -118.6103)"
191707935,3/27/2019,3/27/2013,1200,17,Devonshire,1776,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1251 1259 0522 2021,9,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,,,,16900    LASSEN                       ST,,"(34.2503, -118.5003)"
191108091,3/27/2019,6/1/2014,1,11,Northeast,1147,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 0556 0503,7,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,1300    CYPRESS                      AV,,"(34.0964, -118.2298)"
191908381,3/27/2019,4/30/2014,1200,19,Mission,1958,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0913 1810 0448 0551,9,F,H,720,JUNIOR HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,9900    WOODALE                      AV,,"(34.2503, -118.4383)"
191108074,3/27/2019,11/1/2016,1,11,Northeast,1134,860,BATTERY WITH SEXUAL CONTACT,0522 1824 0448 1258 0503 0551 0531 1815 2024,9,F,H,704,ELEMENTARY SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,3200    VERDUGO                      RD,,"(34.1098, -118.2367)"
191607241,3/27/2019,7/1/2016,5,16,Foothill,1657,354,THEFT OF IDENTITY,0100 1822 0928,29,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,10100    HILLHAVEN                    AV,,"(34.2523, -118.2898)"
190309642,3/27/2019,1/11/2017,900,3,Southwest,362,354,THEFT OF IDENTITY,0100 0917 1822,49,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,4600 W  RODEO                        RD,,"(34.0215, -118.346)"
190608784,3/27/2019,4/12/2017,1900,6,Hollywood,645,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,28,M,W,717,HEALTH SPA/GYM,,,IC,Invest Cont,440,,,,7000    HOLLYWOOD                    BL,,"(34.1016, -118.3417)"
191409263,3/27/2019,3/26/2017,2200,14,Pacific,1452,330,BURGLARY FROM VEHICLE,1609 1307,34,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330,,,,PACIFIC                      AV,QUARTERDECK                  ST,"(33.97, -118.458)"
191908048,3/27/2019,1/1/2017,900,19,Mission,1959,354,THEFT OF IDENTITY,0917 1822,33,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9900    VENA                         AV,,"(34.2506, -118.4307)"
