APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Longitude,Latitude,Property on Map,Zip Codes
2755009014,3/21/2019,Single Family,9560 N SHOSHONE AVE,LOS ANGELES,CA,91325,12,Mr. Cooper LLC,Paula Acosta,800-468-1743,"XFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,909-289-1453,-118.51759,34.24489,POINT (-118.51759 34.24489),18514
2229009043,2/22/2019,Single Family,6556 N ANDASOL AVE,LOS ANGELES,CA,91406,6,LAKEVIEW LOAN SERVICING,Cassie Justice,757-955-8014,First Allegiance,Registration Department,5716   Corsa AVE 110 Westlake Village CA 91362,888-727-6303,-118.51187,34.19016,POINT (-118.51187 34.19016),19734
5103019003,1/9/2019,Single Family,994 E 55TH ST,LOS ANGELES,CA,90011,9,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.25808,33.99242,POINT (-118.25808 33.99242),22727
5307014012,2/27/2019,Multi-Family,3810 N PORTOLA AVE,LOS ANGELES,CA,90032,14,Residential Bancorp,Andrew Baeza,909-200-2020,"M & M Mortgage Services, Inc.",Alexa Urcuyo,12901  SW 132 AVE  Miami FL 33186,213-804-7437,-118.17187,34.08945,POINT (-118.17187 34.08945),23449
5457023010,1/3/2019,Single Family,2809 W ESTARA AVE,LOS ANGELES,CA,90065,1,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.23746,34.11453,POINT (-118.23746000000001 34.11453),24030
2684009020,1/1/2019,Single Family,16859 W HIAWATHA ST,LOS ANGELES,CA,91344,12,Wells Fargo Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.50007,34.25948,POINT (-118.50007000000001 34.25948),19329
5033020018,2/26/2019,Single Family,3936 S OLMSTED AVE,LOS ANGELES,CA,90008,10,"CIT BANK, N.A.",Sarah Richardson,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.32796,34.01353,POINT (-118.32796000000002 34.01353),22725
2729002017,1/9/2019,Single Family,10171 N DONNA AVE,LOS ANGELES,CA,91324,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,-118.54836,34.25587,POINT (-118.54836 34.25587000000001),18513
5074025012,1/3/2019,Multi-Family,1661 S ROOSEVELT AVE,LOS ANGELES,CA,90006,10,"CALIBER HOME LOANS, INC.",CHRISTINE CAYANAN,214-874-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.30197,34.04327,POINT (-118.30197 34.04327),22723
4423012023,1/3/2019,Single Family,1027 N HARTZELL ST,LOS ANGELES,CA,90272,11,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.5204,34.04824,POINT (-118.52039999999998 34.04824),25066
2726003003,1/3/2019,Single Family,19919 W LASSEN ST,LOS ANGELES,CA,91311,12,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,-118.5676,34.25014,POINT (-118.5676 34.25014),4284
4125013135,2/5/2019,Single Family,8620 S BELFORD AVE A-F,LOS ANGELES,CA,90045,11,Selene Finance - Jefferson Office,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.3838,33.9592,POINT (-118.38380000000001 33.9592),23676
5160022010,1/9/2019,Single Family,425 N BOYLSTON ST,LOS ANGELES,CA,90012,1,Fay Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.25313,34.06445,POINT (-118.25313000000001 34.06445),23444
5083019019,1/1/2019,Multi-Family,1214 S LONGWOOD AVE,LOS ANGELES,CA,90019,10,"Wilmington Trust NA, c/o Select Portfolio Servicing",SELECT SERVICING,888-349-8964,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.34025,34.05278,POINT (-118.34024999999998 34.05278),23080
5054002002,2/20/2019,Single Family,1615 W 24TH ST,LOS ANGELES,CA,90007,8,Mr. Cooper,Paula Acosta,800-468-1743,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,-118.29801,34.03465,POINT (-118.29801000000002 34.03465),22724
5104026012,1/2/2019,Single Family,1224 E 57TH ST,LOS ANGELES,CA,90011,9,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.25366,33.99092,POINT (-118.25366 33.99092),22727
5062021006,1/24/2019,Single Family,2125 S WEST VIEW ST,LOS ANGELES,CA,90016,10,Champion Mortgage Company c/o BDF Law,Code Compliance,813-387-1100,QUEST PRESERVATION INC,ALEXA URCUYO,2031  E Cerritos AVE  Anaheim CA 92806,800-336-4890,-118.34594,34.03682,POINT (-118.34594 34.03682),23077
2785008028,1/1/2019,Single Family,18634 W NAPA ST,LOS ANGELES,CA,91324,12,Deutsche Bank National Trust Company C/O Select Portfolio Servicing,N/A N/A,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.53938,34.22631,POINT (-118.53938 34.22631),18513
5036023016,3/19/2019,Multi-Family,3917 1/2 S DENKER AVE,LOS ANGELES,CA,90062,8,Reverse Mortgage Solutions Inc.,Amy Sporn,832-616-5910,South Pacific Field Services LLC,Tamie Mason,31568   Railroad Canyon ROAD 100 Canyon Lake CA 92587,951-696-8100,-118.30466,34.01386,POINT (-118.30466 34.01386),24027
2727017043,1/1/2019,Single Family,22046 W PRAIRIE ST,LOS ANGELES,CA,91311,12,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.60786,34.23889,POINT (-118.60786000000002 34.238890000000005),4284
5467021031,1/15/2019,Multi-Family,481 N CRANE BLVD,LOS ANGELES,CA,90065,1,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.20628,34.10306,POINT (-118.20627999999999 34.10306),24030
5208002006,3/21/2019,Single Family,2528 N JOHNSTON ST,LOS ANGELES,CA,90031,1,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.21029,34.07628,POINT (-118.21029 34.07628),23448
2013002023,2/1/2019,Single Family,22703 W BURTON ST,LOS ANGELES,CA,93063,12,Yosemite Capital llc,tom malgesini,650-941-8334,yosemite capital llc,joe malgesini,742   amherst AVE  claremont CA 91771,650-941-8334,-118.62146,34.21863,POINT (-118.62146 34.21863),4279
5512012010,1/7/2019,Single Family,147 S MARTEL AVE,LOS ANGELES,CA,90036,5,Bank of America,Gerry Checky,800-852-8306,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.35122,34.07221,POINT (-118.35122000000001 34.07221),23667
5484008030,1/9/2019,Multi-Family,5908 3/5 E FAYETTE ST,LOS ANGELES,CA,90042,14,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.19006,34.11918,POINT (-118.19006000000002 34.11918),23673
2747007114,1/9/2019,Single Family,21301 W LASSEN ST,LOS ANGELES,CA,91311,12,CitiMortgage,Erin Theobald,877-290-3997,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.59489,34.25011,POINT (-118.59489 34.25011000000001),4284
5013026025,1/17/2019,Single Family,4914 S 11TH AVE,LOS ANGELES,CA,90043,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.3292,33.99842,POINT (-118.32920000000001 33.99842),23674
2531026074,1/4/2019,Single Family,11683 N VANPORT AVE,LOS ANGELES,CA,91342,7,"CALIBER HOME LOANS, INC.",CHRISTINE CAYANAN,214-874-4174,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.39496,34.28235,POINT (-118.39496000000001 34.28235),18912
5504027030,1/1/2019,Single Family,602 S WILTON PL,LOS ANGELES,CA,90005,10,"The Bank of New York Mellon, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.31384,34.06303,POINT (-118.31384000000001 34.06303),22722
5059015009,1/2/2019,Single Family,2524 S 9TH AVE,LOS ANGELES,CA,90018,10,"CALIBER HOME LOANS, INC.",Kandyce Hughes,214-874-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.32704,34.03361,POINT (-118.32704 34.03361),23079
4238022005,1/3/2019,Multi-Family,2002 S PACIFIC AVE,VENICE,CA,90291,11,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.47033,33.98555,POINT (-118.47033000000002 33.98555),25073
5034007002,3/11/2019,Single Family,3905 S 6TH AVE,LOS ANGELES,CA,90008,10,Cenlar FSB,ATHENA SANTOS,720-945-5431,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.32424,34.01435,POINT (-118.32424000000002 34.01435),22725
4242032010,1/1/2019,Single Family,2326 S GLYNDON AVE,LOS ANGELES,CA,90291,11,"Deutsche Bank, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.44963,33.99662,POINT (-118.44963 33.99662),25073
4404023011,2/21/2019,Single Family,468 S BUNDY DR,LOS ANGELES,CA,90049,11,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.47516,34.05414,POINT (-118.47516 34.05414),23680
2662012002,2/8/2019,Single Family,11042 N HASKELL AVE,LOS ANGELES,CA,91344,12,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.47581,34.27117,POINT (-118.47581000000001 34.27117),19329
2533029128,2/25/2019,Single Family,12867 W AVENIDA BONITA,LOS ANGELES,CA,91331,7,LAKEVIEW LOAN SERVICING,Cassie Justice,757-955-8014,First Allegiance,Registration Department,5716   Corsa AVE 110 Westlake Village CA 91362,888-727-6303,-118.41371,34.27665,POINT (-118.41371 34.27665),18907
5135032018,1/7/2019,Multi-Family,1415 S VALENCIA ST,LOS ANGELES,CA,90015,1,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.27623,34.04179,POINT (-118.27623 34.04179),23076
5492030015,3/4/2019,Single Family,6332 S ARROYO GLEN ST,LOS ANGELES,CA,90042,14,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.18366,34.11226,POINT (-118.18366 34.11226),23673
2726011023,1/1/2019,Single Family,10014 N MELVIN AVE,LOS ANGELES,CA,91324,12,US BANK NA co SELECT PORTFOLIO SERVICING,SELECT SERVICING,888-349-8964,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.56072,34.25232,POINT (-118.56072 34.252320000000005),18513
2511005010,1/30/2019,Single Family,13400 W OSCAR ST,LOS ANGELES,CA,91342,7,Rushmore Loan Management Services,Enrique Orozco,949-341-5675,NULL,NULL,,NULL,-118.42468,34.32161,POINT (-118.42468 34.32161),18912
4392001008,1/1/2019,Single Family,9275 W FLICKER WAY,HOLLYWOOD,CA,90069,4,"Wilmington Trust, NA, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,-118.39249,34.09754,POINT (-118.39248999999998 34.09754),24034
2648017013,1/11/2019,Single Family,14637 W KINGSBURY ST,LOS ANGELES,CA,91345,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.45088,34.26364,POINT (-118.45088 34.26364),19330
5131016017,1/1/2019,Single Family,1047 E 23RD ST,LOS ANGELES,CA,90011,9,"U.S. Bank N.A., c/o Select Portfolio Servicing",Select Servicing,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.25619,34.02261,POINT (-118.25618999999999 34.02261),22727
5156005023,1/2/2019,Multi-Family,154 N ROBINSON ST,LOS ANGELES,CA,90026,13,PNC MORTGAGE PRESALE,JENNIFER SMITH,937-910-1887,MSI,PAUL MARES,3020   OAKFIELD CT 91709 CHINO HILLS CA 91709,909-597-7737,-118.28303,34.07396,POINT (-118.28303 34.07396),23444
2697003008,1/1/2019,Single Family,17272 W SIMONDS ST,LOS ANGELES,CA,91344,12,The Bank of New York Mellon c/o Select Portfolio Servicing,Select Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.51012,34.27642,POINT (-118.51012 34.27642),19329
5480012027,1/1/2019,Single Family,908 N CRESTWOOD TER,LOS ANGELES,CA,90042,14,US Bank NA C/O Select Portfolio Services,N/A N/A,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.19057,34.13059,POINT (-118.19057 34.13059),23673
5563008018,2/28/2019,Vacant Residential,8720 W WONDERLAND AVE,HOLLYWOOD,CA,90046,4,Mecca Financial Inc,Steve Wheeler,951-694-3904,NULL,NULL,,NULL,-118.38504,34.11241,POINT (-118.38503999999999 34.11241),23677
4382008006,1/30/2019,Single Family,2534 N BENEDICT CANYON DR,LOS ANGELES,CA,90210,5,"Maxvi 1, LLC, C/O Allrise Financial Goup",Wendy Thompson,628-400-6202,LEGACY GROUP,TERRY SHAUER,811   RIVIERA AVE  BANNING CA 92220,951-306-5435,-118.43533,34.11768,POINT (-118.43533 34.11768),24346
2696024033,1/3/2019,Single Family,10846 N LOUISE AVE,LOS ANGELES,CA,91344,12,"CALIBER HOME LOANS, INC.",CHRISTINE CAYANAN,214-874-4174,Safeguard Properties,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.5108,34.26745,POINT (-118.51080000000002 34.26745),19329
5066020014,1/28/2019,Single Family,1801 S ORANGE GROVE AVE,LOS ANGELES,CA,90019,10,California Credit Union,Danny Pak,818-291-5415,Law Office of Les Zieve,Dawn Talavera,30   Corporate PARK 450 IRVINE CA 92606,714-580-8567,-118.36834,34.0428,POINT (-118.36834000000002 34.0428),23080
5424003010,1/1/2019,Multi-Family,2323 W MAYBERRY ST,LOS ANGELES,CA,90026,13,Deutsche Bank National Trust  co select portfolio servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.26341,34.08401,POINT (-118.26341 34.08401),23444
5025012001,1/9/2019,Single Family,5140 W RODEO ROAD,LOS ANGELES,CA,90064,10,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.35743,34.02131,POINT (-118.35743000000001 34.02131),23077
5027010006,1/21/2019,Single Family,4747 W DON ZAREMBO DR,LOS ANGELES,CA,90008,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.35735,34.00223,POINT (-118.35735 34.00223),22725
5516001015,2/26/2019,Single Family,255 S LORRAINE BLVD,LOS ANGELES,CA,90004,4,Platinum Loan Servicing,Karen Larson,818-222-5222,NULL,NULL,,NULL,-118.31996,34.06972,POINT (-118.31996 34.06972),22721
5033012010,1/3/2019,Single Family,3815 S DEGNAN BLVD,LOS ANGELES,CA,90008,10,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,-118.33015,34.01688,POINT (-118.33015 34.01688),22725
5001037009,2/21/2019,Multi-Family,5710 1/2 S FIGUEROA ST,LOS ANGELES,CA,90037,9,US Bank NA as Trustee for LSF9 Master Participation Trust,Tannis Stoops,404-655-9334,WRI Property Management,Tannis Stoops,14726   Ramona AVE W8 Chino CA 91710,404-655-9334,-118.28247,33.99023,POINT (-118.28247000000002 33.99023),23668
5440018020,1/17/2019,Single Family,2231 W BANCROFT AVE,LOS ANGELES,CA,90039,13,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.25589,34.09673,POINT (-118.25589000000001 34.09673),23670
4412027008,1/1/2019,Single Family,15230 W EARLHAM ST,LOS ANGELES,CA,90272,11,US BANK NA co SELECT PORTFOLIO SERVICING,SELECT Servicing,888-349-8964,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.52627,34.03677,POINT (-118.52627 34.03677),25066
2723007014,1/1/2019,Single Family,10509 N ANDORA AVE,LOS ANGELES,CA,91311,12,"Deutsche Bank, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,-118.60895,34.26106,POINT (-118.60895 34.26106),4284
5520015016,1/10/2019,Multi-Family,401 N KENMORE AVE,LOS ANGELES,CA,90004,13,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.29717,34.07788,POINT (-118.29717 34.07788),22721
5003017009,3/13/2019,Single Family,1440 W 54TH ST,LOS ANGELES,CA,90062,8,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,-118.30171,33.99312,POINT (-118.30171000000001 33.99312),24027
4244006015,1/2/2019,Single Family,3333 S MOORE ST,LOS ANGELES,CA,90066,11,Selene Finance - Jefferson Office,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.44847,34.00961,POINT (-118.44846999999999 34.00961),24031
4008015014,1/15/2019,Single Family,6706 S 4TH AVE,LOS ANGELES,CA,90043,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.32151,33.97797,POINT (-118.32151 33.97797),23674
2682021035,1/1/2019,Single Family,16840 W DONMETZ ST,LOS ANGELES,CA,91344,12,US-BANK National Association,Jessica Vanella,612-973-2749,Gallardo Excavation & Preservation,Fernando Gallardo,15465   Kennedy AVE  Fontana CA 92336,909-904-2577,-118.49923,34.27367,POINT (-118.49923 34.27367),19329
4302025006,1/1/2019,Single Family,1924 S SHERBOURNE DR,LOS ANGELES,CA,90034,10,Deutsche Bank National Trust Company C/O Select Portfolio Servicing,N/A N/A,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.38199,34.04289,POINT (-118.38199 34.04289),23451
4366015033,3/1/2019,Single Family,375 S GLENROY AVE,LOS ANGELES,CA,90049,5,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.46166,34.06839,POINT (-118.46166000000001 34.06839),23680
5474012012,1/3/2019,Single Family,1532 N AVENUE 46,LOS ANGELES,CA,90041,14,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.2156,34.12422,POINT (-118.21560000000001 34.12422),23672
5082013007,1/2/2019,Multi-Family,4434 1/2 W VICTORIA PARK PL,LOS ANGELES,CA,90019,10,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.33202,34.04643,POINT (-118.33201999999999 34.04643),23080
2688040032,1/8/2019,Single Family,16664 W RAYEN ST,LOS ANGELES,CA,91343,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,-118.49602,34.23197,POINT (-118.49602 34.23197),18914
2257011020,3/7/2019,Single Family,5450 N ENCINO AVE,LOS ANGELES,CA,91316,5,US Bank NA as Trustee for LSF9 Master Participation Trust,Tannis Stoops,404-655-9334,WRI Property Management,Tannis Stoops,14726   Ramona AVE W8 Chino CA 91710,404-655-9334,-118.51401,34.17019,POINT (-118.51401000000001 34.17019),4286
5560025023,3/22/2019,Single Family,1221 N HILLDALE AVE,HOLLYWOOD,CA,90069,4,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.38668,34.09203,POINT (-118.38668 34.09203),24034
2761017028,1/8/2019,Single Family,9717 N OAKDALE AVE,LOS ANGELES,CA,91311,12,EverBank,Eric Gruber,904-623-8587,ServiceLink,Lori Fryer,20955   Pathfinder Rd  300 Diamond Bar CA 91765,440-829-8258,-118.56702,34.24671,POINT (-118.56702 34.24671),4284
2042008004,1/17/2019,Single Family,5436 N ROYER AVE,LOS ANGELES,CA,91367,3,Celink,Cory Daggett,866-654-0020,J & J Board Ups,Javier Ortiz,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.62752,34.16937,POINT (-118.62752000000002 34.16937),19347
2672026005,1/30/2019,Single Family,16103 W PARTHENIA ST,LOS ANGELES,CA,91343,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.48298,34.22853,POINT (-118.48298000000001 34.22853),18914
2712005004,1/3/2019,Single Family,17441 W LUDLOW ST,LOS ANGELES,CA,91344,12,Nationstar Mortgage,Code Violations,888-456-0714,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.51455,34.27106,POINT (-118.51455000000001 34.27106),19329
5524018001,1/2/2019,Single Family,634 N HIGHLAND AVE,LOS ANGELES,CA,90036,4,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.3384,34.08295,POINT (-118.33840000000001 34.08295),22721
5087012024,1/23/2019,Single Family,1044 S LA JOLLA AVE,LOS ANGELES,CA,90035,5,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,800-852-8306,-118.37193,34.05768,POINT (-118.37193000000002 34.05768),23666
5006019025,2/11/2019,Single Family,5351 S 7TH AVE,LOS ANGELES,CA,90043,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.32484,33.99354,POINT (-118.32484 33.99354000000001),23674
5113034008,1/4/2019,Multi-Family,4204 1/2 S WALL ST,LOS ANGELES,CA,90011,9,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Los Angeles REO Brokers,Orit Gadish,269  S Beverly DR 453 Beverly Hills CA 90212,323-606-1919,-118.27149,34.00723,POINT (-118.27149000000001 34.00723),22727
4238009006,1/31/2019,Multi-Family,311 1/2 E MARKET ST,VENICE,CA,90291,11,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.46962,33.99018,POINT (-118.46962 33.99018),25073
4127019007,1/25/2019,Single Family,5545 W 78TH ST,LOS ANGELES,CA,90045,11,"Bayview Loan Servicing, LLC","Bayview Loan Servicing, LLC",877-338-3791,BRON Inc.,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,877-338-3791,-118.37683,33.96594,POINT (-118.37683 33.96594),23676
5303013019,3/16/2019,Single Family,4035 N SINOVA ST,LOS ANGELES,CA,90031,1,"Dark Run Ventures, Inc.",Christina Chieng,650-316-8970,Dark Run Ventures,Curtis Boswell,2679   Zorada DR  Los Angeles CA 90046,650-799-6179,-118.19703,34.0923,POINT (-118.19702999999998 34.0923),23448
5542022012,1/11/2019,Multi-Family,1258 N VIRGIL AVE 1-4,LOS ANGELES,CA,90029,13,SETERUS,PROPERY PRESERVATION,877-272-2149,SO CAL INSPECTORS VPR,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244,-118.28643,34.09518,POINT (-118.28643 34.09518),23447
5208031027,1/7/2019,Non-Residential,03521 1/2  MANITOU AVE,LOS ANGELES,CA,90031,1,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.217982,34.071819,POINT (-118.217982 34.071819),23448
2401044038,1/3/2019,Single Family,7775 N VIA CATALINA,LOS ANGELES,CA,91504,2,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,-118.34382,34.21209,POINT (-118.34382000000001 34.21209),20148
2676019007,3/26/2019,Single Family,16451 W NORDHOFF ST,LOS ANGELES,CA,91343,12,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,-118.49111,34.23585,POINT (-118.49110999999999 34.23585),18914
