APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Property on Map,Zip Codes
2118007006,1/3/2018,Single Family,18704 W COVELLO ST,LOS ANGELES,CA,91335,3,Cenlar FSB,Alton Payton,866-769-1958,GALLARDO EXCAVATION/ FIVE BROTHERS,FERNANDO GALLARDO,15465   KENNEDY   FONTANA CA 92336,909-822-1706,"18704 W COVELLO ST
LOS ANGELES, CA 91335
(34.207465, -118.540675)",18909
7465019036,1/11/2018,Single Family,2823 S KERCKHOFF AVE,SAN PEDRO,CA,90731,15,DITECH FINANCIAL LLC,TEMPE PROPERTIES,480-333-6059,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"2823 S KERCKHOFF AVE
SAN PEDRO, CA 90731
(33.71833, -118.289763)",3342
2780007045,1/10/2018,Single Family,8426 N IRONDALE AVE,LOS ANGELES,CA,91306,3,"Pacific Union Financial, LLC",Terry Tolbert,469-804-1545,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"8426 N IRONDALE AVE
LOS ANGELES, CA 91306
(34.222963, -118.585131)",4282
4119037034,1/4/2018,Single Family,7740 W REDLANDS ST,LOS ANGELES,CA,90293,11,PennyMac Loan Services,Property Preserevation,866-695-4122,Safeguard Properties Inc.,Stephanie Cole,7887   Safeguard Circle   Valley View OH 44125,800-852-8306,"7740 W REDLANDS ST
LOS ANGELES, CA 90293
(33.958696, -118.432808)",25075
2176028017,5/24/2018,Single Family,4807 N BREWSTER DR,LOS ANGELES,CA,91356,3,Shellpoint Mortgage,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"4807 N BREWSTER DR
LOS ANGELES, CA 91356
(34.158876, -118.541714)",19339
5521009007,1/8/2018,Multi-Family,508 N KINGSLEY DR,LOS ANGELES,CA,90004,13,"Dakota Asset Services, LLC",Christopher Spradling,832-772-3731,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"508 N KINGSLEY DR
LOS ANGELES, CA 90004
(34.080279, -118.303426)",22721
2118024009,1/4/2018,Single Family,7276 N WILBUR AVE,LOS ANGELES,CA,91335,3,Cenlar FSB,Alton Payton,866-769-1958,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"7276 N WILBUR AVE
LOS ANGELES, CA 91335
(34.2026, -118.544785)",18909
5031011006,1/3/2018,Single Family,4028 W DON DIABLO DR,LOS ANGELES,CA,90008,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"4028 W DON DIABLO DR
LOS ANGELES, CA 90008
(34.008857, -118.345534)",22725
5003030021,1/15/2018,Single Family,1703 W 58TH ST,LOS ANGELES,CA,90062,8,RoundPoint Mortgage Servicing Corporation,Elizabeth Harting,704-426-8874,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,"1703 W 58TH ST
LOS ANGELES, CA 90062
(33.98972, -118.306994)",24027
2416027040,6/3/2018,Single Family,5319   CAHUENGA BLVD,LOS ANGELES,CA,91601,2,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"5319 CAHUENGA BLVD
LOS ANGELES, CA 91601
(34.167135, -118.361538)",8488
2201012017,1/3/2018,Single Family,8212 N ENCINO AVE,LOS ANGELES,CA,91325,12,Penny Mac,Brittni Ferrante,818-878-8411,AFS c/o PRIORITY 1 PROPERTY PRESERVATION INC - SOUTH,Bill Kleiser,2780   DOVE TAIL TR  San Marcos CA 92078,800-468-1743,"8212 N ENCINO AVE
LOS ANGELES, CA 91325
(34.219537, -118.514243)",18514
5558021013,1/4/2018,Single Family,8613 W FRANKLIN AVE,LOS ANGELES,CA,90069,4,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"8613 W FRANKLIN AVE
LOS ANGELES, CA 90069
(34.100567, -118.377848)",24034
2156002023,9/7/2018,Single Family,6006 N EVENHAIM LANE,LOS ANGELES,CA,91356,3,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"6006 N EVENHAIM LANE
LOS ANGELES, CA 91356
(34.180238, -118.552818)",19339
6068005035,1/18/2018,Multi-Family,2160 E 107TH ST,LOS ANGELES,CA,90002,15,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"2160 E 107TH ST
LOS ANGELES, CA 90002
(33.938887, -118.233188)",24354
2156027101,9/19/2018,Single Family,18555 W COLLINS ST,TARZANA,CA,91356,3,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,"18555 W COLLINS ST
TARZANA, CA 91356
(34.174516, -118.537284)",19339
2148003013,1/29/2018,Single Family,6763 N LIMERICK AVE,LOS ANGELES,CA,91306,3,US BANK HOME MORTGAGE,Olivia Gambrel,949-798-6053,Law Offices of Les Zieve,Dawn Talavera,30   Corporate PARK 450 IRVINE CA 92606,714-848-7920,"6763 N LIMERICK AVE
LOS ANGELES, CA 91306
(34.19358, -118.582834)",4282
4110016023,2/12/2018,Single Family,7488 S DENROCK AVE,LOS ANGELES,CA,90045,11,Nationstar Mortgage,Code Violations,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"7488 S DENROCK AVE
LOS ANGELES, CA 90045
(33.973124, -118.408538)",23676
6051002016,1/11/2018,Single Family,707 E 104TH ST,LOS ANGELES,CA,90002,8,"Trustee Corps, PennyMac Loac Services, LLC",PennyMac Loan Services LLC,256-902-4034,Safeguard Properties - Pennymac,David Mazanek,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,"707 E 104TH ST
LOS ANGELES, CA 90002
(33.941916, -118.262667)",22351
2747007139,9/21/2018,Single Family,21143 W LASSEN ST,LOS ANGELES,CA,91311,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"21143 W LASSEN ST
LOS ANGELES, CA 91311
(34.249984, -118.594029)",4284
2360026041,1/10/2018,Single Family,4539 N LONGRIDGE AVE,LOS ANGELES,CA,91423,4,M&T Bank,Grace Wesson,877-338-3791,Safeguard,Ryan Sabo,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,"4539 N LONGRIDGE AVE
LOS ANGELES, CA 91423
(34.153286, -118.421417)",19736
2227005030,9/19/2018,Single Family,17043 W SHERMAN WAY,LOS ANGELES,CA,91406,6,"Dovenmuehle Mortgage, Inc.",Juanita Howarter,847-550-7300,"Safeguard Properties Management, LLC",Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"17043 W SHERMAN WAY
LOS ANGELES, CA 91406
(34.201225, -118.504813)",19734
5056021016,8/29/2018,Single Family,1724 S MENLO AVE,LOS ANGELES,CA,90006,1,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"1724 S MENLO AVE
LOS ANGELES, CA 90006
(34.041942, -118.29059)",22723
4103017028,1/23/2018,Single Family,7136 S GLASGOW AVE,LOS ANGELES,CA,90045,11,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"7136 S GLASGOW AVE
LOS ANGELES, CA 90045
(33.971205, -118.372416)",23676
7456007044,5/9/2018,Single Family,426 W 12TH ST,SAN PEDRO,CA,90731,15,Federal National Mortgage Association,Ronald Edison,800-499-9084,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"426 W 12TH ST
SAN PEDRO, CA 90731
(33.733309, -118.286349)",3342
5113034027,8/7/2018,Multi-Family,4225 S SAN PEDRO PL,LOS ANGELES,CA,90011,9,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"4225 S SAN PEDRO PL
LOS ANGELES, CA 90011
(34.006623, -118.270839)",22727
6050018014,8/7/2018,Single Family,706 E COLDEN AVE,LOS ANGELES,CA,90002,8,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"706 E COLDEN AVE
LOS ANGELES, CA 90002
(33.94926, -118.262696)",22351
2409005008,1/9/2018,Single Family,7940 N VINELAND AVE,LOS ANGELES,CA,91352,2,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Giwa Olatunji,123   Morgan AL  PASADENA CA 91105,626-380-6275,"7940 N VINELAND AVE
LOS ANGELES, CA 91352
(34.215112, -118.370331)",19335
5143012021,9/26/2018,Multi-Family,726 S COLUMBIA AVE,LOS ANGELES,CA,90017,1,Bank of America,Joan Duffy,818-285-5230,Edward Zubia,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-804-7437,"726 S COLUMBIA AVE
LOS ANGELES, CA 90017
(34.051974, -118.269016)",23078
5457023010,2/7/2018,Single Family,2809 W ESTARA AVE,LOS ANGELES,CA,90065,1,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"2809 W ESTARA AVE
LOS ANGELES, CA 90065
(34.114502, -118.237618)",24030
5455009002,1/1/2018,Single Family,2917 E FUTURE ST,LOS ANGELES,CA,90065,1,US Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"2917 E FUTURE ST
LOS ANGELES, CA 90065
(34.099753, -118.23171)",24030
2731006010,1/17/2018,Single Family,18245 W SAN JOSE ST,LOS ANGELES,CA,91326,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"18245 W SAN JOSE ST
LOS ANGELES, CA 91326
(34.260988, -118.531166)",18905
5586017062,1/25/2018,Single Family,2200 N HOLLYRIDGE DR,LOS ANGELES,CA,90068,4,Bayview Loan Servicing,Miles Preservation LLC,951-808-3346,Miles Preservation LLC,Miles Preservation,27226   Via Industria   Temecula CA 92590,951-808-3346,"2200 N HOLLYRIDGE DR
LOS ANGELES, CA 90068
(34.109239, -118.319309)",24033
2047011026,1/25/2018,Single Family,23908 W BERDON ST,LOS ANGELES,CA,91367,3,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"23908 W BERDON ST
LOS ANGELES, CA 91367
(34.169225, -118.648342)",19347
6004011004,1/3/2018,Single Family,6113 S MENLO AVE,LOS ANGELES,CA,90044,9,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"6113 S MENLO AVE
LOS ANGELES, CA 90044
(33.984194, -118.289227)",23675
2168025059,1/8/2018,Single Family,5332 N ELVIRA RD,LOS ANGELES,CA,91364,3,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"5332 N ELVIRA RD
LOS ANGELES, CA 91364
(34.166674, -118.602718)",19346
2184014003,7/23/2018,Single Family,4501 N GRIMES PL,LOS ANGELES,CA,91316,5,"5AIF Sycamore 2, LLC",Randy Zuckerman,949-387-2422,"5AIF Sycamore 2, LLC",Randy Zuckerman,19800   MacArthur BLVD 1150 Irvine CA 92612,949-387-2422,"4501 N GRIMES PL
LOS ANGELES, CA 91316
(34.15099, -118.525809)",4286
5456010003,1/2/2018,Single Family,3140 N VERDUGO ROAD,LOS ANGELES,CA,90065,1,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"3140 N VERDUGO ROAD
LOS ANGELES, CA 90065
(34.108019, -118.237547)",24030
5028006050,9/17/2018,Single Family,4431 W DON RICARDO DR 1-24,LOS ANGELES,CA,90008,8,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"4431 W DON RICARDO DR 1-24
LOS ANGELES, CA 90008
(34.010107, -118.350317)",22725
2159008014,1/8/2018,Single Family,5719 N HESPERIA AVE,LOS ANGELES,CA,91316,5,U.S. Bank National Association,Brandon Wilmore,972-755-3731,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,800-852-8306,"5719 N HESPERIA AVE
LOS ANGELES, CA 91316
(34.174476, -118.52624)",4286
2544027003,1/10/2018,Single Family,9102 N HELEN AVE,LOS ANGELES,CA,91352,7,"U.S. BANK, NATIONAL ASSOCIATION AS LEGAL TITLE TRUSTEE FOR TRUMAN 2016 SC6 TITLE TRUST",SEE TDUS,310-777-6375,"The Harvey Group, Inc.",Joyce Essex Harvey,301  N Canon DR E Beverly HIlls CA 90210,310-777-6375,"9102 N HELEN AVE
LOS ANGELES, CA 91352
(34.23487, -118.365073)",19335
5305018005,1/24/2018,Single Family,4318 E ESMERALDA ST,LOS ANGELES,CA,90032,14,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"4318 E ESMERALDA ST
LOS ANGELES, CA 90032
(34.082916, -118.193776)",23449
2035011012,1/7/2018,Single Family,23514 W ERWIN ST,LOS ANGELES,CA,91367,3,RUSHMORE LOAN MGMT SERVICES,ENRIQUE OROZCO,949-341-5601,Edward Zubia,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-804-7437,"23514 W ERWIN ST
LOS ANGELES, CA 91367
(34.18173, -118.639592)",19347
5060016015,1/11/2018,Multi-Family,2214 S 9TH AVE,LOS ANGELES,CA,90018,10,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"2214 S 9TH AVE
LOS ANGELES, CA 90018
(34.036924, -118.327199)",23079
2111002059,9/14/2018,Single Family,7551 N JORDAN AVE,LOS ANGELES,CA,91303,3,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"7551 N JORDAN AVE
LOS ANGELES, CA 91303
(34.207974, -118.602879)",4278
5115013017,1/2/2018,Multi-Family,877 1/2 E VERNON AVE,LOS ANGELES,CA,90011,9,M&T Bank,Grace Wesson,877-338-3791,Safeguard,Ryan Sabo,7887   Safeguard CIR Safeg Valley View OH 44125,800-852-8306,"877 1/2 E VERNON AVE
LOS ANGELES, CA 90011
(34.003905, -118.260229)",22727
6016017009,1/2/2018,Single Family,1922 W 66TH ST,LOS ANGELES,CA,90047,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"1922 W 66TH ST
LOS ANGELES, CA 90047
(33.979133, -118.312068)",23678
6073007019,1/30/2018,Multi-Family,231 E 109TH PL,LOS ANGELES,CA,90061,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Villa Properties,Bernardo Villapudua,17321   Irvine BLVD  Tustin CA 92780,714-349-9366,"231 E 109TH PL
LOS ANGELES, CA 90061
(33.936533, -118.27063)",24355
2022003016,2/16/2018,Single Family,22717 W CANTLAY ST,LOS ANGELES,CA,91307,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,"22717 W CANTLAY ST
LOS ANGELES, CA 91307
(34.2019, -118.621997)",4283
7451024027,7/6/2018,Multi-Family,429 S CABRILLO AVE,SAN PEDRO,CA,90731,15,JP Morgan Chase NA,Amy Lott,888-310-1506,Edythe Villa,Ryan Purdy,429  S CABRILLO AVE  SAN PEDRO CA 90731,310-270-8300,"429 S CABRILLO AVE
SAN PEDRO, CA 90731
(33.740111, -118.294516)",3342
5479028027,8/7/2018,Multi-Family,5144 E STRATFORD RD,LOS ANGELES,CA,90042,14,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"5144 E STRATFORD RD
LOS ANGELES, CA 90042
(34.12251, -118.20271)",23673
2146036055,5/9/2018,Single Family,5535  CANOGA AVE,LOS ANGELES,CA,91367,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"5535 CANOGA AVE
LOS ANGELES, CA 91367
(34.171046, -118.597434)",19347
6055018043,4/25/2018,Multi-Family,9713 S DENKER AVE,LOS ANGELES,CA,90047,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,"9713 S DENKER AVE
LOS ANGELES, CA 90047
(33.947239, -118.304643)",23678
5118019019,7/8/2018,Single Family,1554 E 24TH ST,LOS ANGELES,CA,90011,9,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"1554 E 24TH ST
LOS ANGELES, CA 90011
(34.015558, -118.244658)",22727
7459009019,9/4/2018,Single Family,1613 S SUNNYSIDE TER,SAN PEDRO,CA,90732,15,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"1613 S SUNNYSIDE TER
SAN PEDRO, CA 90732
(33.729656, -118.308183)",3343
2530006036,1/30/2018,Single Family,11850 W GLAMIS ST,LOS ANGELES,CA,91342,7,THE MONEY SOURCE,DAISEY CORREA,203-666-4272,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"11850 W GLAMIS ST
LOS ANGELES, CA 91342
(34.275809, -118.39096)",18912
5084029017,1/2/2018,Multi-Family,1279 S ORANGE DR,LOS ANGELES,CA,90019,10,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"1279 S ORANGE DR
LOS ANGELES, CA 90019
(34.051437, -118.345662)",23080
7460028011,1/17/2018,Single Family,1129 W 20TH ST,SAN PEDRO,CA,90731,15,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,"1129 W 20TH ST
SAN PEDRO, CA 90731
(33.726111, -118.301914)",3342
5003006026,1/11/2018,Single Family,1643 W 52ND ST,LOS ANGELES,CA,90062,8,MidFirst Bank,Erik Kinner,800-468-1743,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"1643 W 52ND ST
LOS ANGELES, CA 90062
(33.995068, -118.306088)",24027
6033003005,6/12/2018,Single Family,1336 W 84TH ST,LOS ANGELES,CA,90044,8,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"1336 W 84TH ST
LOS ANGELES, CA 90044
(33.96246, -118.299455)",23675
2565010037,1/5/2018,Single Family,10431 N HILLHAVEN AVE,LOS ANGELES,CA,91042,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"10431 N HILLHAVEN AVE
LOS ANGELES, CA 91042
(34.258478, -118.290166)",3222
2623031016,1/23/2018,Single Family,12874 W SUNBURST ST,LOS ANGELES,CA,91331,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"12874 W SUNBURST ST
LOS ANGELES, CA 91331
(34.252815, -118.413217)",18907
2512009028,5/2/2018,Single Family,13206 W LEACH ST,LOS ANGELES,CA,91342,7,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,AFS c/o PRIORITY 1 PROPERTY PRESERVATION INC - SOUTH,Bill Kleiser,2780   Dove Tail DR  San Marcos CA 92078,800-468-1743,"13206 W LEACH ST
LOS ANGELES, CA 91342
(34.310126, -118.421437)",18912
2620010011,8/8/2018,Single Family,10522 N CAYUGA AVE,LOS ANGELES,CA,91331,7,TRINITY FINANCIAL SERVICES,PAMELA MACKEY,855-818-6806,M&M Mortgage co,Frances Guerra,13380  SW 131st ST  miami FL 33186,303-232-4300,"10522 N CAYUGA AVE
LOS ANGELES, CA 91331
(34.261395, -118.424702)",18907
5054026028,8/24/2018,Multi-Family,1428 W 24TH ST,LOS ANGELES,CA,90007,8,Ditech Financial LLC,Property Preservation Department,800-468-1743,AFS c/o PRIORITY 1 PROPERTY PRESERVATION INC - SOUTH,Bill Kleiser,2780   Dove Tail DR  San Marcos CA 92078,760-736-0067,"1428 W 24TH ST
LOS ANGELES, CA 90007
(34.03454, -118.292604)",22724
5512012010,1/4/2018,Single Family,147 S MARTEL AVE,LOS ANGELES,CA,90036,5,Bank of America,VPR Department,800-669-2443,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"147 S MARTEL AVE
LOS ANGELES, CA 90036
(34.072166, -118.351083)",23667
2711019013,7/6/2018,Single Family,11201 N WHITE OAK AVE,LOS ANGELES,CA,91344,12,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"11201 N WHITE OAK AVE
LOS ANGELES, CA 91344
(34.274075, -118.519661)",19329
6003020002,1/24/2018,Single Family,1152 W 60TH PL,LOS ANGELES,CA,90044,9,"Sabadell United Bank, N.A.",Chris Losquadro,561-624-2680,LaRoche Team,Tammy LaRoche,7007  E Washington AVE  Whittier CA 90602,562-907-9900,"1152 W 60TH PL
LOS ANGELES, CA 90044
(33.985023, -118.295508)",23675
6087012018,1/5/2018,Single Family,11715 1/2 S MAIN ST,LOS ANGELES,CA,90061,15,Nationstar Mortgage,Code Violations,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"11715 1/2 S MAIN ST
LOS ANGELES, CA 90061
(33.92683, -118.273891)",24355
4262010048,9/28/2018,Non-Residential,01622  S BARRY AVE,LOS ANGELES,CA,90025,11,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"01622 S BARRY AVE
LOS ANGELES, CA 90025
(34.042584, -118.453613)",23443
5107002007,5/24/2018,Single Family,1214 E VERNON AVE,LOS ANGELES,CA,90011,9,Shellpoint Mortgage,Eric Moore,877-338-3791,Coldwell Banker Sherman Oaks,PHILIP BORODA,15490   Ventura BLVD 100 Los Angeles CA 91403,818-728-3944,"1214 E VERNON AVE
LOS ANGELES, CA 90011
(34.003896, -118.253805)",22727
4295002063,2/13/2018,Single Family,131 E LIGHTHOUSE MALL,LOS ANGELES,CA,90292,11,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"131 E LIGHTHOUSE MALL
LOS ANGELES, CA 90292
(33.973827, -118.459357)",25074
2618022029,1/2/2018,Single Family,13700 W MERCER ST,LOS ANGELES,CA,91331,7,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"13700 W MERCER ST
LOS ANGELES, CA 91331
(34.261843, -118.431324)",18907
5135008028,1/11/2018,Multi-Family,1423 S COURTLAND AVE,LOS ANGELES,CA,90006,1,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"1423 S COURTLAND AVE
LOS ANGELES, CA 90006
(34.044688, -118.283181)",22723
5081015001,1/7/2018,Multi-Family,1111 S 3RD AVE,LOS ANGELES,CA,90019,10,DITECH FINANCIAL LLC,TEMPE PROPERTIES,480-333-6059,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"1111 S 3RD AVE
LOS ANGELES, CA 90019
(34.050416, -118.318694)",23080
5427003019,7/1/2018,Single Family,1000 N MYRA AVE,LOS ANGELES,CA,90029,13,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"1000 N MYRA AVE
LOS ANGELES, CA 90029
(34.089808, -118.284337)",23447
5560025023,8/7/2018,Single Family,1221 N HILLDALE AVE,HOLLYWOOD,CA,90069,4,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"1221 N HILLDALE AVE
HOLLYWOOD, CA 90069
(34.092131, -118.386584)",24034
5560025023,1/15/2018,Single Family,1221 N HILLDALE AVE,HOLLYWOOD,CA,90069,4,Nationstar Mortgage,Code Violations,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"1221 N HILLDALE AVE
HOLLYWOOD, CA 90069
(34.092131, -118.386584)",24034
5020002019,1/2/2018,Multi-Family,1323 W 41ST ST,LOS ANGELES,CA,90037,9,Fay Servicing LLC,Grace Wesson,877-338-3791,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,"1323 W 41ST ST
LOS ANGELES, CA 90037
(34.009052, -118.298864)",23668
