APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,,,,,,,
7410024001,8/30/2018,Single Family,25603 S PRESIDENT AVE,LOS ANGELES,CA,90710,15,Selene Finance - Jefferson Office,,,,,,,
5561009034,1/2/2018,Single Family,9369 W NIGHTINGALE DR,HOLLYWOOD,CA,90069,4,Law Office of Les Zieve,,,,,,,
4112004014,1/2/2018,Single Family,8347 S CREIGHTON AVE,LOS ANGELES,CA,90045,11,Wells Fargo Bank N.A.,,,,,,,
5018036035,5/25/2018,Multi-Family,472 W 47TH PL 1-4,LOS ANGELES,CA,90037,9,Shellpoint Mortgage,,,,,,,
2545006020,1/5/2018,Single Family,9715 W SOMBRA TER,LOS ANGELES,CA,91040,7,Wells Fargo Bank N.A.,,,,,,,
4259030014,6/7/2018,Single Family,2256 S WELLESLEY AVE,LOS ANGELES,CA,90064,11,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
7416023018,8/30/2018,Single Family,931 N NEPTUNE AVE,LOS ANGELES,CA,90744,15,Selene Finance - Jefferson Office,,,,,,,
2563003004,8/10/2018,Single Family,7730 W MCGROARTY ST,LOS ANGELES,CA,91042,7,JP Morgan Chase NA,,,,,,,
2024041014,5/30/2018,Single Family,7030 N SAUSALITO AVE,LOS ANGELES,CA,91307,12,NATIONSTAR MORTGAGE,,,,,,,
2137019036,1/31/2018,Single Family,20760 W VOSE ST,LOS ANGELES,CA,91306,3,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
5061019010,8/27/2018,Multi-Family,2310 1/2 S RIMPAU BLVD,LOS ANGELES,CA,90016,10,Bank of America,,,,,,,
2075034003,3/9/2018,Single Family,5167 N LLANO DR,LOS ANGELES,CA,91364,3,Wells Fargo Bank N.A.,,,,,,,
6075024004,1/8/2018,Single Family,544 W 111TH PL,LOS ANGELES,CA,90044,8,RUSHMORE LOAN MGMT SERVICES,,,,,,,
5522009015,8/6/2018,Single Family,645 N MANHATTAN PL,LOS ANGELES,CA,90004,4,"Nationstar Mortgage, dba Mr. Cooper",,,,,,,
6013008009,4/4/2018,Multi-Family,823 W 69TH ST,LOS ANGELES,CA,90044,8,"Trustee Corps, PennyMac Loac Services, LLC",,,,,,,
2425017005,1/5/2018,Single Family,3713 N BROADLAWN DR,LOS ANGELES,CA,90068,4,Fay Servicing LLC,,,,,,,
4106021002,8/28/2018,Single Family,7804 S VICKSBURG AVE,LOS ANGELES,CA,90045,11,"Nationstar Mortgage, dba Mr. Cooper",,,,,,,
4019009001,6/2/2018,Single Family,5910 S EDGEMAR AVE,LOS ANGELES,CA,90043,8,Fay Servicing LLC - Eric Moore,,,,,,,
6054003023,1/24/2018,Single Family,711 W 98TH ST,LOS ANGELES,CA,90044,8,"Ocwen Loan Servicing, LLC",,,,,,,
2717013048,1/17/2018,Single Family,18639 W CELTIC ST,LOS ANGELES,CA,91326,12,Wells Fargo Bank N.A.,,,,,,,
2181014011,2/6/2018,Single Family,5061 N NESTLE AVE,LOS ANGELES,CA,91356,3,JP Morgan Chase NA,,,,,,,
6119024008,1/3/2018,Single Family,841 W 148TH ST,LOS ANGELES,CA,90247,15,Ditech Financial LLC,,,,,,,
5001021015,1/9/2018,Multi-Family,609 1/2 W 56TH ST,LOS ANGELES,CA,90037,9,Wells Fargo Bank N.A.,,,,,,,
2229037020,1/5/2018,Single Family,6858 N LASAINE AVE,LOS ANGELES,CA,91406,6,Wells Fargo Bank N.A.,,,,,,,
2304018015,9/5/2018,Single Family,8048 N MORSE AVE,LOS ANGELES,CA,91605,2,Bank of America,,,,,,,
2255010002,5/10/2018,Single Family,17248 W HATTERAS ST,LOS ANGELES,CA,91316,5,Nationstar Mortgage LLC,,,,,,,
5202011035,1/15/2018,Multi-Family,2420 E LANCASTER AVE,LOS ANGELES,CA,90033,14,"SETERUS, INC",,,,,,,
2149015025,1/9/2018,Single Family,20850 W MARTHA ST,LOS ANGELES,CA,91367,3,"Ocwen Loan Servicing, LLC",,,,,,,
2755012033,3/9/2018,Single Family,17412 W KINZIE ST,LOS ANGELES,CA,91325,12,Wells Fargo Bank N.A.,,,,,,,
6004009006,1/31/2018,Multi-Family,822 1/2 W 60TH ST,LOS ANGELES,CA,90044,9,"Carrington Mortgage Services, LLC",,,,,,,
5549004116,1/18/2018,Single Family,6760 W HILLPARK DR 1-12,LOS ANGELES,CA,90068,4,"Ocwen Loan Servicing, LLC",,,,,,,
4408036002,1/19/2018,Single Family,602 N KINGMAN AVE,LOS ANGELES,CA,90402,11,JP Morgan Chase NA,,,,,,,
6023010025,1/23/2018,Multi-Family,727 1/2 E 75TH ST,LOS ANGELES,CA,90001,9,"Ocwen Loan Servicing, LLC",,,,,,,
4110016023,8/6/2018,Single Family,7488 S DENROCK AVE,LOS ANGELES,CA,90045,11,"Nationstar Mortgage, dba Mr. Cooper",,,,,,,
2429007033,1/31/2018,Single Family,3234 N ELLINGTON DR,LOS ANGELES,CA,90068,4,bayview,,,,,,,
2116018120,1/4/2018,Single Family,19347 W SHERMAN WAY,LOS ANGELES,CA,91335,3,"Dovenmuehle Mortgage, Inc.",,,,,,,
2020033038,1/5/2018,Single Family,23842 W ERIN PL,LOS ANGELES,CA,91304,12,Wells Fargo Bank N.A.,,,,,,,
4379004003,3/20/2018,Single Family,2627 N BASIL LANE,LOS ANGELES,CA,90077,5,Cenlar FSB,,,,,,,
5223013014,1/18/2018,Single Family,1890 N MARNEY AVE,LOS ANGELES,CA,90032,14,JP Morgan Chase NA,,,,,,,
5516019004,7/2/2018,Single Family,235 N GRAMERCY PL,LOS ANGELES,CA,90004,4,bayview,,,,,,,
4312021036,1/9/2018,Single Family,3215 S MCMANUS AVE,LOS ANGELES,CA,90034,10,PNC Bank,,,,,,,
4004031025,1/5/2018,Single Family,3635 W 61ST ST,LOS ANGELES,CA,90043,8,Wells Fargo Bank N.A.,,,,,,,
6075006026,1/11/2018,Single Family,751 W 111TH ST,LOS ANGELES,CA,90044,8,CALIBER HOME LOANS,,,,,,,
2692024007,1/2/2018,Single Family,9639 N PASO ROBLES AVE,LOS ANGELES,CA,91325,12,Fay Servicing LLC,,,,,,,
7469007041,5/4/2018,Single Family,2906 S BAYWATER AVE,SAN PEDRO,CA,90731,15,"Cenlar FSB,",,,,,,,
2264014008,1/4/2018,Single Family,4736 N NORWICH AVE,LOS ANGELES,CA,91403,4,RUSHMORE LOAN MANAGEMENT SERVICES,,,,,,,
5043010007,7/5/2018,Single Family,5326 W WESTHAVEN ST,LOS ANGELES,CA,90016,10,Wells Fargo Bank N.A.,,,,,,,
2761014024,7/2/2018,Single Family,9745 N PENFIELD AVE,LOS ANGELES,CA,91311,12,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
2182019009,1/15/2018,Single Family,4411 N ALONZO AVE,LOS ANGELES,CA,91316,5,Shellpoint Mortgage Servicing,,,,,,,
7442030170,8/20/2018,Single Family,27980 S WESTERN AVE,LOS ANGELES,CA,90732,15,"Trustee Corps, Bayview Loan Servicing",,,,,,,
7442005012,1/31/2018,Single Family,2220 N BARDALE AVE,LOS ANGELES,CA,90731,15,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
2122007027,6/1/2018,Single Family,6901 N ENFIELD AVE,LOS ANGELES,CA,91335,3,Fay Servicing LLC - Eric Moore,,,,,,,
5477025012,1/25/2018,Single Family,960 W EL PASO DR,LOS ANGELES,CA,90042,1,Brougham Fund,,,,,,,
2024021004,5/21/2018,Single Family,7012 N VICKY AVE,LOS ANGELES,CA,91307,12,PennyMac Loan Services,,,,,,,
6029020019,1/11/2018,Single Family,906 E 83RD ST,LOS ANGELES,CA,90001,9,MidFirst Bank,,,,,,,
6012001026,1/16/2018,Multi-Family,213 W 66TH ST,LOS ANGELES,CA,90003,9,"Ocwen Loan Servicing, LLC",,,,,,,
5214005055,1/9/2018,Single Family,4515 E TOURMALINE ST,LOS ANGELES,CA,90032,14,PennyMac Loan Services,,,,,,,
5208002006,1/9/2018,Single Family,2528 N JOHNSTON ST,LOS ANGELES,CA,90031,1,Nationstar Mortgage,,,,,,,
2375002037,1/2/2018,Single Family,4329  WHITSETT,LOS ANGELES,CA,91604,2,Wells Fargo Bank N.A.,,,,,,,
5549015033,5/10/2018,Single Family,7044 W LOS TILOS RD,LOS ANGELES,CA,90068,4,PHH mortgage,,,,,,,
2547002005,2/9/2018,Single Family,8718 W WENTWORTH ST,LOS ANGELES,CA,91040,7,RoundPoint Mortgage Servicing Corporation,,,,,,,
4115025011,1/30/2018,Multi-Family,7839 W MANCHESTER AVE,LOS ANGELES,CA,90293,11,"Douglas, Trust",,,,,,,
2225023044,8/3/2018,Single Family,6825 N MCLENNAN AVE,LOS ANGELES,CA,91406,6,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
2222003007,1/24/2018,Single Family,7811 N LANGDON AVE,VAN NUYS,CA,91406,6,"Ocwen Loan Servicing, LLC",,,,,,,
5420009006,1/5/2018,Single Family,2027 N LEMOYNE ST,LOS ANGELES,CA,90026,13,"BAYVIEW LOAN SERVICING, LLC",,,,,,,
5029038004,1/18/2018,Single Family,3966 S CLOVERDALE AVE,LOS ANGELES,CA,90008,10,Nationstar Mortgage LLC,,,,,,,
4012013021,3/15/2018,Single Family,3301 W 76TH ST,LOS ANGELES,CA,90043,8,Wells Fargo Bank N.A.,,,,,,,
2103022026,8/10/2018,Single Family,18618 W ARMINTA ST,LOS ANGELES,CA,91335,3,Carrington Mortgage Services,,,,,,,
2348003003,1/1/2018,Single Family,5542 N RADFORD AVE,LOS ANGELES,CA,91607,2,"HSBC Bank USA, N.A., c/o Select Portfolio Servicing",,,,,,,
6084030040,7/19/2018,Single Family,904 E 116TH PL,LOS ANGELES,CA,90059,15,"Trustee Corps, PennyMac Loac Services, LLC",,,,,,,
2203021030,6/1/2018,Single Family,7525 N AMESTOY AVE,LOS ANGELES,CA,91406,6,RUSHMORE LOAN MANAGEMENT SERVICES,,,,,,,
2163011017,1/12/2018,Single Family,19243 W SANTA RITA ST,LOS ANGELES,CA,91356,3,Trojan Capital c/o Ocwen Loan Servicing LLC,,,,,,,
2128032025,9/13/2018,Single Family,19123  HAMLIN,RESEDA,CA,91335,3,"Ocwen Loan Servicing, LLC",,,,,,,
2184042007,1/22/2018,Single Family,4047 N FALLING LEAF DR,LOS ANGELES,CA,91316,5,JP Morgan Chase NA,,,,,,,
2244024006,1/9/2018,Single Family,5741 N VESPER AVE,VAN NUYS,CA,91411,4,CitiMortgage,,,,,,,
2127012075,1/15/2018,Single Family,6321 N RESEDA BLVD,LOS ANGELES,CA,91335,3,"SETERUS, INC",,,,,,,
5128013021,2/20/2018,Multi-Family,637 1/2 E 29TH ST,LOS ANGELES,CA,90011,9,"Center Street Lending Fund IV SPE, LLC",,,,,,,
6117020025,5/24/2018,Vacant Residential,626 W LACONIA BLVD,LOS ANGELES,CA,90044,15,The Argus Group,,,,,,,
2781015002,2/6/2018,Single Family,20160 W BRYANT ST,LOS ANGELES,CA,91306,3,JP Morgan Chase NA,,,,,,,
2688029068,1/15/2018,Single Family,16815 W PARTHENIA ST,LOS ANGELES,CA,91343,12,Nationstar Mortgage,,,,,,,
5462006016,6/1/2018,Single Family,3554 E LAVELL DR,LOS ANGELES,CA,90065,1,Fay Servicing LLC - Eric Moore,,,,,,,
5556020018,1/17/2018,Single Family,8377 W GRAND VIEW DR,LOS ANGELES,CA,90046,4,"Ocwen Loan Servicing, LLC",,,,,,,
2347029004,1/11/2018,Single Family,5240 N WILKINSON AVE,LOS ANGELES,CA,91607,2,"Ocwen Loan Servicing, LLC",,,,,,,
5060025018,1/25/2018,Single Family,2106 S 5TH AVE 1-7,LOS ANGELES,CA,90018,10,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
2601024049,7/2/2018,Single Family,18037 W GAUGUIN LANE,LOS ANGELES,CA,91344,12,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
5177024011,8/6/2018,Multi-Family,2749 E MALABAR ST,LOS ANGELES,CA,90033,14,"Nationstar Mortgage, dba Mr. Cooper",,,,,,,
2174025004,1/12/2018,Single Family,4581 N POE AVE,LOS ANGELES,CA,91364,3,Shellpoint Mortgage Services,,,,,,,
2706032027,6/12/2018,Single Family,21216 W NASHVILLE ST,LOS ANGELES,CA,91311,12,Nationstar Mortgage LLC,,,,,,,
2328034003,1/9/2018,Single Family,7113 N SUNNYSLOPE AVE,LOS ANGELES,CA,91405,2,"Ocwen Loan Servicing, LLC",,,,,,,
2123033026,3/29/2018,Single Family,6228 N HESPERIA AVE,LOS ANGELES,CA,91316,5,Reverse Mortgage Solutions Inc.,,,,,,,
6061017029,3/12/2018,Multi-Family,601 W 105TH ST,LOS ANGELES,CA,90044,8,RUSHMORE LOAN MANAGEMENT SERVICES,,,,,,,
2255014013,1/11/2018,Single Family,17229 W MARTHA ST,LOS ANGELES,CA,91316,5,"Bayview Loan Servicing, LLC",,,,,,,
5671011011,8/7/2018,Single Family,5243 N NORTH MAYWOOD AVE,LOS ANGELES,CA,90041,14,"Nationstar Mortgage, dba Mr. Cooper",,,,,,,
2547003015,6/4/2018,Single Family,8823 W RIDERWOOD DR,LOS ANGELES,CA,91040,7,"Ocwen Loan Servicing, LLC",,,,,,,
5219014014,1/11/2018,Single Family,5219 E EDNA ST,LOS ANGELES,CA,90032,14,"Ocwen Loan Servicing, LLC",,,,,,,
4007027023,1/4/2018,Single Family,6511 S 3RD AVE,LOS ANGELES,CA,90043,8,"111 Capital, Inc.",,,,,,,
5535018016,6/22/2018,Multi-Family,719 N OXFORD AVE,LOS ANGELES,CA,90029,13,bayview,,,,,,,
2184011006,1/9/2018,Single Family,18246 W KAREN DR,LOS ANGELES,CA,91356,3,CitiMortgage,,,,,,,
4370013025,1/9/2018,Single Family,1951 N BEL-AIR ROAD,LOS ANGELES,CA,90077,5,Parkview Finanacial,,,,,,,
5486021023,1/25/2018,Single Family,386 N KIRBY ST,LOS ANGELES,CA,90042,14,Wells Fargo Bank N.A.,,,,,,,
2238014017,3/21/2018,Single Family,6425 N MATILIJA AVE,VAN NUYS,CA,91401,2,Cenlar FSB,,,,,,,
6054004023,5/30/2018,Single Family,811 W 98TH ST,LOS ANGELES,CA,90044,8,RUSHMORE LOAN MANAGEMENT SERVICES,,,,,,,
6018013002,1/2/2018,Single Family,7406 S LA SALLE AVE,LOS ANGELES,CA,90047,8,Selene Finance LP,,,,,,,
2634009011,1/4/2018,Single Family,8833 N REMICK AVE,LOS ANGELES,CA,91352,6,"Ocwen Loan Servicing, LLC",,,,,,,
6050021004,1/8/2018,Single Family,918 E 97TH ST,LOS ANGELES,CA,90002,8,Nationstar Mortgage LLC,,,,,,,
2305037017,4/26/2018,Single Family,7928 N COLDWATER CANYON AVE,LOS ANGELES,CA,91605,2,"Ocwen Loan Servicing, LLC",,,,,,,
4384015022,8/31/2018,Single Family,9653 W HIGH RIDGE DR,LOS ANGELES,CA,90210,5,Anchor Loans,,,,,,,
2695006006,1/17/2018,Single Family,17164 W KINGSBURY ST,LOS ANGELES,CA,91344,12,"Ocwen Loan Servicing, LLC",,,,,,,
4490007003,8/6/2018,Single Family,3221 N ELVIDO DR,LOS ANGELES,CA,90049,11,"Nationstar Mortgage, dba Mr. Cooper",,,,,,,
6072011022,1/12/2018,Single Family,817 E 115TH ST,LOS ANGELES,CA,90059,15,"SETERUS, INC",,,,,,,
2103026116,2/19/2018,Single Family,7641  RESEDA,LOS ANGELES,CA,91355,3,Ditech Financial LLC,,,,,,,
2105020021,1/22/2018,Single Family,8200 N CHAMBERLAIN LANE,LOS ANGELES,CA,91335,3,"Ocwen Loan Servicing, LLC",,,,,,,
2870013047,2/13/2018,Single Family,18226 W BATHURST ST,LOS ANGELES,CA,91326,12,JP Morgan Chase NA,,,,,,,
2305022020,4/6/2018,Single Family,7669 N BEEMAN AVE,LOS ANGELES,CA,91605,2,M&T Bank - Eric Moore,,,,,,,
5563027005,1/5/2018,Single Family,8951 W APPIAN WAY,HOLLYWOOD,CA,90046,4,Bayview Loan Servicing/Bayview Representative,,,,,,,
5177005025,4/10/2018,Multi-Family,2570 E MARENGO ST,LOS ANGELES,CA,90033,14,2005 Residential Trust 3-1,,,,,,,
2734002010,1/11/2018,Single Family,17825 W ROMAR ST,LOS ANGELES,CA,91325,12,"Ocwen Loan Servicing, LLC",,,,,,,
5514006042,2/26/2018,Single Family,451 N LAUREL AVE,LOS ANGELES,CA,90048,5,Nationstar Mortgage,,,,,,,
2076005014,1/10/2018,Single Family,4816 N REGALO ROAD,LOS ANGELES,CA,91364,3,"Dovenmuehle Mortgage, Inc.",,,,,,,
5019008021,2/27/2018,Multi-Family,852 W 43RD PL,LOS ANGELES,CA,90037,9,Residential Credit Opportunities,,,,,,,
2640004013,1/2/2018,Single Family,9076 N VARNA AVE,LOS ANGELES,CA,91331,6,Wells Fargo Bank N.A.,,,,,,,
2021022004,3/30/2018,Single Family,22939 W SHERMAN WAY,LOS ANGELES,CA,91307,12,Wells Fargo Bank N.A.,,,,,,,
6030020032,1/31/2018,Single Family,320 E 80TH ST,LOS ANGELES,CA,90003,9,"champion Mortgage Company Nationstar Mortgage LLC, DBA",,,,,,,
5479005028,3/14/2018,Single Family,1900 N SILVERWOOD LANE,LOS ANGELES,CA,90042,14,Selene Finance LP,,,,,,,
5462006016,1/19/2018,Single Family,3554 E LAVELL DR,LOS ANGELES,CA,90065,1,Wells Fargo Bank N.A.,,,,,,,
2654007162,1/5/2018,Single Family,8744 N BURNET AVE,LOS ANGELES,CA,91343,6,Nationstar Mortgage,,,,,,,
2625033022,1/2/2018,Single Family,9014 N SANDUSKY AVE,LOS ANGELES,CA,91331,6,JP Morgan Chase NA,,,,,,,
2126030003,1/9/2018,Single Family,6729 N AMIGO AVE,LOS ANGELES,CA,91335,3,Wells Fargo Bank N.A.,,,,,,,
5464007016,7/23/2018,Single Family,4083 W SEA VIEW AVE,LOS ANGELES,CA,90065,1,NPI Debt Fund I LP,,,,,,,
2353002089,5/23/2018,Single Family,5137 N BAKMAN AVE,LOS ANGELES,CA,91601,2,Nationstar Mortgage LLC,,,,,,,
2316012028,8/13/2018,Single Family,7532 N LEMP AVE,LOS ANGELES,CA,91605,2,"Nations Direct Mortgage, LLC",,,,,,,
2153018009,3/30/2018,Single Family,5647 N JUMILLA AVE,LOS ANGELES,CA,91367,3,Wells Fargo Bank N.A.,,,,,,,
6088003004,1/24/2018,Single Family,626 W IMPERIAL HWY,LOS ANGELES,CA,90044,8,"Ocwen Loan Servicing, LLC",,,,,,,
2565019014,1/1/2018,Single Family,6940 W BECKETT ST,LOS ANGELES,CA,91042,7,US Bank NA C/O Select Portfolio Servicing,,,,,,,
5138001067,7/19/2018,Single Family,600 W 9TH ST,LOS ANGELES,CA,90015,14,"Ocwen Loan Servicing, LLC",,,,,,,
5080010041,8/6/2018,Multi-Family,3037 W 12TH ST,LOS ANGELES,CA,90006,10,"Nationstar Mortgage, dba Mr. Cooper",,,,,,,
5049026007,9/19/2018,Single Family,2834 S ALSACE AVE,LOS ANGELES,CA,90016,10,"Ocwen Loan Servicing, LLC",,,,,,,
2190003026,5/24/2018,Single Family,4234 N CANOGA DR,LOS ANGELES,CA,91364,3,Shellpoint Mortgage,,,,,,,
5019013011,5/3/2018,Multi-Family,639 W 43RD ST,LOS ANGELES,CA,90037,9,norman merino,,,,,,,
6121006027,1/2/2018,Single Family,728 W 165TH PL,LOS ANGELES,CA,90247,15,Wells Fargo Bank N.A.,,,,,,,
5218019023,1/2/2018,Multi-Family,4919 E TEMPLETON ST,LOS ANGELES,CA,90032,14,Fay Servicing LLC,,,,,,,
2107013081,1/17/2018,Single Family,7826 N MASON AVE,LOS ANGELES,CA,91306,3,"Ocwen Loan Servicing, LLC",,,,,,,
2162012023,1/17/2018,Single Family,5142  ZELZAH,LOS ANGELES,CA,91316,5,Bank of America,,,,,,,
2307004004,9/13/2018,Single Family,7737 N WESTLAND AVE,LOS ANGELES,CA,91605,2,"SETERUS, INC",,,,,,,
2401043138,2/1/2018,Single Family,9697  VIA TORRINO,LOS ANGELES,CA,91504,2,FNMA,,,,,,,
5015005019,6/6/2018,Multi-Family,1819 W 49TH ST,LOS ANGELES,CA,90062,8,Bank of America,,,,,,,
2688040032,1/24/2018,Single Family,16664 W RAYEN ST,LOS ANGELES,CA,91343,12,"Ocwen Loan Servicing, LLC",,,,,,,
5525034026,3/27/2018,Single Family,360 N FORMOSA AVE,LOS ANGELES,CA,90036,5,Nationstar Mortgage LLC,,,,,,,
2024009002,1/29/2018,Single Family,22152 W SCHOOLCRAFT ST,LOS ANGELES,CA,91303,3,"Ocwen Loan Servicing, LLC",,,,,,,
5484033001,1/8/2018,Single Family,6171 E PIEDMONT AVE,LOS ANGELES,CA,90042,1,Mr. Cooper,,,,,,,
6075018007,9/27/2018,Single Family,628 W 109TH PL,LOS ANGELES,CA,90044,8,JP Morgan Chase NA,,,,,,,
2126002008,1/29/2018,Single Family,7125 N GEYSER AVE,LOS ANGELES,CA,91335,3,"BAYVIEW LOAN SERVICING, LLC",,,,,,,
5035030023,1/9/2018,Multi-Family,1703 W 38TH PL,LOS ANGELES,CA,90062,8,Nationstar Mortgage LLC,,,,,,,
2201034018,1/12/2018,Single Family,7915 N JELLICO AVE,LOS ANGELES,CA,91325,12,Wells Fargo Bank N.A.,,,,,,,
4302017017,8/3/2018,Single Family,8920 W CADILLAC AVE,LOS ANGELES,CA,90034,10,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
6023007013,2/8/2018,Multi-Family,748 E 73RD ST,LOS ANGELES,CA,90001,9,Caliber Home Loans,,,,,,,
2676022003,1/11/2018,Single Family,9214 N HAYVENHURST AVE,LOS ANGELES,CA,91343,12,"Ocwen Loan Servicing, LLC",,,,,,,
2335001020,6/14/2018,Single Family,6545 N TUJUNGA AVE,LOS ANGELES,CA,91606,2,JP Morgan Chase NA,,,,,,,
6023023003,1/25/2018,Single Family,708 E 76TH PL,LOS ANGELES,CA,90001,9,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
5016025021,1/9/2018,Single Family,1749 W 49TH ST,LOS ANGELES,CA,90062,8,Mr. Cooper,,,,,,,
2104010004,1/10/2018,Single Family,19120 W INGOMAR ST,LOS ANGELES,CA,91335,3,"Ocwen Loan Servicing, LLC",,,,,,,
2711013015,1/2/2018,Single Family,17548 W DONMETZ ST,LOS ANGELES,CA,91344,12,Fay Servicing LLC,,,,,,,
4008024003,6/7/2018,Single Family,7012 S 6TH AVE,LOS ANGELES,CA,90043,8,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
2316014028,5/16/2018,Single Family,7413 N IRVINE AVE,LOS ANGELES,CA,91605,2,"Ocwen Loan Servicing, LLC",,,,,,,
2410015001,2/8/2018,Single Family,7334 N SATSUMA AVE,LOS ANGELES,CA,91352,2,"CALIBER HOME LOANS, INC.",,,,,,,
2134040001,9/17/2018,Single Family,6414 N LUBAO AVE,LOS ANGELES,CA,91367,3,JP Morgan Chase NA,,,,,,,
5155012058,1/7/2018,Single Family,421 S LA FAYETTE PARK,LOS ANGELES,CA,90064,1,RUSHMORE LOAN MANAGEMENT SERVICES,,,,,,,
2106016023,1/5/2018,Single Family,19819 W STRATHERN ST,LOS ANGELES,CA,91306,3,"Ocwen Loan Servicing, LLC",,,,,,,
2637020003,1/9/2018,Single Family,8359 N BUFFALO AVE,LOS ANGELES,CA,91402,6,"Ocwen Loan Servicing, LLC",,,,,,,
6038017041,2/19/2018,Multi-Family,8622 1/2 S BARING CROSS ST,LOS ANGELES,CA,90044,8,Shellpoint Mortgage Services,,,,,,,
2045009029,1/15/2018,Single Family,6115 N DILL PL,LOS ANGELES,CA,91367,3,"SETERUS, INC",,,,,,,
5013019030,1/31/2018,Single Family,5011 S 11TH AVE,LOS ANGELES,CA,90043,8,bayview,,,,,,,
5051025026,2/12/2018,Multi-Family,2951 1/4 S EDGEHILL DR,LOS ANGELES,CA,90018,10,Citi Bank,,,,,,,
2780029011,1/17/2018,Single Family,20733 W LONDELIUS ST,LOS ANGELES,CA,91306,3,"Nations Direct Mortgage, LLC",,,,,,,
4252018018,1/3/2018,Multi-Family,3674 S GREENFIELD AVE,LOS ANGELES,CA,90034,5,"Ocwen Loan Servicing, LLC",,,,,,,
5058003013,1/8/2018,Single Family,2249 W 25TH ST,LOS ANGELES,CA,90018,10,"Ocwen Loan Servicing, LLC",,,,,,,
2368021016,1/9/2018,Single Family,4158 N FARMDALE AVE,LOS ANGELES,CA,91604,2,Nationstar Mortgage LLC,,,,,,,
5456009007,1/29/2018,Multi-Family,2426 1/2 W AVENUE 32 ST,LOS ANGELES,CA,90065,1,"THE BANK OF NEW YORK MELLON c/o Bayview Loan Servicing, LLC",,,,,,,
4125003027,1/22/2018,Single Family,8329 S WINSFORD AVE,LOS ANGELES,CA,90045,11,JP Morgan Chase NA,,,,,,,
2014033058,3/22/2018,Single Family,7653 N BALASIANO AVE,LOS ANGELES,CA,91304,12,Wells Fargo Bank N.A.,,,,,,,
5005004011,2/12/2018,Multi-Family,5339  2ND AVE,LOS ANGELES,CA,90043,8,Nationstar Mortgage LLC,,,,,,,
2184033028,1/2/2018,Single Family,17977 W MEDLEY DR,LOS ANGELES,CA,91316,5,Fay Servicing LLC,,,,,,,
6057008031,1/2/2018,Single Family,2056 W 97TH ST,LOS ANGELES,CA,90047,8,Wells Fargo Bank N.A.,,,,,,,
2275011015,1/25/2018,Single Family,3929 N DEERVALE DR,LOS ANGELES,CA,91403,4,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
2701009077,3/9/2018,Single Family,19765 W TURTLE SPRINGS WAY,LOS ANGELES,CA,91326,12,CitiMortgage,,,,,,,
6057004007,5/25/2018,Single Family,1921 W 94TH ST,LOS ANGELES,CA,90047,8,Shellpoint Mortgage,,,,,,,
5115021013,9/7/2018,Multi-Family,849 1/2 E 42ND ST,LOS ANGELES,CA,90011,9,Wells Fargo Bank N.A.,,,,,,,
5090004012,7/13/2018,Single Family,834 S TREMAINE AVE,LOS ANGELES,CA,90005,4,VIG LLC,,,,,,,
5064014006,1/9/2018,Single Family,1751 S CARMONA AVE,LOS ANGELES,CA,90019,10,"North American Savings Bank, F.S.B.",,,,,,,
7410024001,1/19/2018,Single Family,25603 S PRESIDENT AVE,LOS ANGELES,CA,90710,15,Selene Finance,,,,,,,
5058020017,1/1/2018,Multi-Family,1877 W ADAMS BLVD,LOS ANGELES,CA,90018,8,"Deutsche Bank, c/o Select Portfolio Servicing",,,,,,,
2176028001,1/8/2018,Single Family,4935 N BREWSTER DR,LOS ANGELES,CA,91356,3,RUSHMORE LOAN MANAGEMENT SERVICES,,,,,,,
2263007011,8/29/2018,Single Family,5123 N NOBLE AVE,LOS ANGELES,CA,91403,4,PHH - LOGS,,,,,,,
2425017003,8/28/2018,Single Family,3208 N OAKLEY DR,LOS ANGELES,CA,90068,4,"MUFG Union Bank, N.A.",,,,,,,
5550002025,1/22/2018,Single Family,1728 N SIERRA BONITA AVE,HOLLYWOOD,CA,90046,4,Wells Fargo Bank N.A.,,,,,,,
2243015007,8/2/2018,Single Family,5826 N LEMONA AVE,VAN NUYS,CA,91411,4,BANK OF AMERICA,,,,,,,
5018016009,3/5/2018,Single Family,934 W 50TH ST,LOS ANGELES,CA,90037,9,CAMMT 2015-1,,,,,,,
2321010087,8/7/2018,Single Family,6856 N VANTAGE AVE,LOS ANGELES,CA,91605,2,JP Morgan Chase NA,,,,,,,
2692024001,1/23/2018,Single Family,9611 N PASO ROBLES AVE,LOS ANGELES,CA,91325,12,"Ocwen Loan Servicing, LLC",,,,,,,
